rcno,rcdt,stus,tin,ptyp,yerr,amount,channel
50000840,2022-07-04,0,100666G,CIT,2022,1830.46,PORTAL
50000841,2023-07-29,0,100666G,CIT,2023,1672.22,COUNTER
50000842,2024-08-06,0,100666G,CIT,2024,3289.62,BANK
50000843,2025-06-21,0,100666G,CIT,2025,1511.83,PORTAL
50000844,2021-08-27,0,100666G,CIT,2021,788.67,COUNTER
50000845,2022-08-09,0,100666G,CIT,2022,578.68,BANK
50000846,2023-08-16,0,100666G,CIT,2023,210.44,COUNTER
50000847,2024-07-20,0,100666G,CIT,2024,2570.49,PORTAL
50000848,2025-07-11,0,100666G,CIT,2025,5851.45,DD
50000849,2021-07-09,0,100676H,CIT,2021,2.11,COUNTER
50000850,2022-07-12,0,100676H,CIT,2022,2.39,COUNTER
50000851,2023-08-19,0,100676H,CIT,2023,2.32,DD
50000852,2024-08-29,0,100676H,CIT,2024,8.65,PORTAL
50000853,2025-08-03,0,100676H,CIT,2025,4.98,DD
50000854,2021-09-16,0,100676H,VAT,2021,7.75,BANK
50000855,2022-12-20,0,100676H,VAT,2022,12.43,BANK
50000856,2023-07-28,0,100676H,VAT,2023,2.76,PORTAL
50000857,2024-06-28,0,100676H,VAT,2024,18.81,COUNTER
50000858,2025-04-19,0,100676H,VAT,2025,17.08,DD
50000859,2022-07-16,0,100676H,SSC,2022,8.32,DD
50000860,2023-08-28,0,100676H,SSC,2023,0.81,PORTAL
50000861,2025-01-11,0,100676H,SSC,2024,12.95,BANK
50000862,2025-07-01,0,100676H,SSC,2025,3.79,BANK
50000863,2023-07-13,0,100679L,SSC,2023,27841.43,PORTAL
50000864,2024-03-03,0,100679L,SSC,2024,41975.98,BANK
50000865,2025-10-26,0,100679L,SSC,2025,798.25,COUNTER
50000866,2020-07-18,0,100690M,CIT,2020,160.89,BANK
50000867,2021-08-02,0,100690M,CIT,2021,759.45,BANK
50000868,2022-07-16,0,100690M,CIT,2022,1985.22,DD
50000869,2023-07-04,0,100690M,CIT,2023,820.62,COUNTER
50000870,2024-08-27,0,100690M,CIT,2024,3519.75,COUNTER
50000871,2025-08-10,0,100690M,CIT,2025,5742.9,DD
50000872,2023-06-21,0,100690M,VAT,2023,620.59,DD
50000873,2024-04-25,0,100690M,VAT,2024,3936.88,DD
50000874,2025-04-14,0,100690M,VAT,2025,2061.39,PORTAL
50000875,2023-03-09,0,100690M,SSC,2023,1815.04,COUNTER
50000876,2024-03-17,0,100690M,SSC,2024,3973.3,PORTAL
50000877,2025-10-26,0,100690M,SSC,2025,3084.11,DD
50000878,2020-07-03,0,100694M,CIT,2020,721.48,COUNTER
50000879,2021-08-24,0,100694M,CIT,2021,665.53,COUNTER
50000880,2022-07-22,0,100694M,CIT,2022,231.4,PORTAL
50000881,2023-06-18,0,100694M,CIT,2023,2346.72,BANK
50000882,2024-07-10,0,100694M,CIT,2024,2227.8,PORTAL
50000883,2025-07-22,0,100694M,CIT,2025,5119.85,BANK
50000884,2023-07-21,0,100701B,SA,2023,422.95,BANK
50000885,2024-07-30,0,100701B,SA,2024,1075.45,PORTAL
50000886,2025-07-09,0,100701B,SA,2025,5831.53,COUNTER
50000887,2023-06-13,0,100707B,CIT,2023,553.77,DD
50000888,2024-07-09,0,100707B,CIT,2024,818.45,COUNTER
50000889,2025-07-28,8,100707B,CIT,2025,2417.74,COUNTER
50000890,2021-01-13,0,100707B,SSC,2020,964.89,COUNTER
50000891,2021-07-03,0,100707B,SSC,2021,677.98,BANK
50000892,2022-10-04,0,100707B,SSC,2022,1448.68,COUNTER
50000893,2023-03-13,0,100707B,SSC,2023,2592.63,BANK
50000894,2024-11-03,0,100707B,SSC,2024,350.61,PORTAL
50000895,2025-05-05,0,100707B,SSC,2025,1423.8,PORTAL
50000896,2023-08-13,0,100717M,CIT,2023,768.81,PORTAL
50000897,2024-08-17,0,100717M,CIT,2024,2508.95,DD
50000898,2025-07-01,0,100717M,CIT,2025,7604.36,COUNTER
50000899,2020-12-01,0,100717M,SSC,2020,114.93,BANK
50000900,2021-07-07,0,100717M,SSC,2021,1195.74,COUNTER
50000901,2022-08-03,0,100717M,SSC,2022,812.66,COUNTER
50000902,2023-04-26,0,100717M,SSC,2023,2311.99,DD
50000903,2024-07-10,0,100717M,SSC,2024,1010.36,BANK
50000904,2026-01-08,0,100717M,SSC,2025,2095.93,PORTAL
50000905,2022-01-16,0,100725A,SSC,2021,334.78,PORTAL
50000906,2022-06-08,0,100725A,SSC,2022,1687.01,BANK
50000907,2023-09-19,0,100725A,SSC,2023,256.54,PORTAL
50000908,2025-01-17,0,100725A,SSC,2024,3020.04,BANK
50000909,2025-07-15,0,100725A,SSC,2025,5847.41,BANK
50000910,2023-07-28,0,100728H,CIT,2023,66.28,PORTAL
50000911,2024-06-23,0,100728H,CIT,2024,93.57,BANK
50000912,2025-08-08,0,100728H,CIT,2025,289.69,PORTAL
50000913,2022-07-23,0,100728H,CIT,2022,10.34,DD
50000914,2023-06-13,8,100728H,CIT,2023,26.2,COUNTER
50000915,2024-06-19,0,100728H,CIT,2024,106.99,BANK
50000916,2025-07-21,0,100728H,CIT,2025,32.52,COUNTER
50000917,2021-03-29,0,100728H,VAT,2021,11.81,DD
50000918,2022-03-12,0,100728H,VAT,2022,20.94,BANK
50000919,2023-06-15,0,100728H,VAT,2023,60.39,BANK
50000920,2024-09-16,0,100728H,VAT,2024,44.1,PORTAL
50000921,2025-10-24,0,100728H,VAT,2025,118.21,COUNTER
50000922,2023-12-15,0,100735H,SSC,2023,1.38,DD
50000923,2024-12-07,0,100735H,SSC,2024,2.08,COUNTER
50000924,2025-06-10,8,100735H,SSC,2025,0.93,COUNTER
50000925,2022-05-06,0,100742G,VAT,2022,63.69,COUNTER
50000926,2023-06-23,0,100742G,VAT,2023,57.32,PORTAL
50000927,2024-07-20,8,100742G,VAT,2024,42.99,PORTAL
50000928,2025-04-21,0,100742G,VAT,2025,208.61,DD
50000929,2021-03-30,0,100742G,SSC,2021,2.56,DD
50000930,2023-01-02,0,100742G,SSC,2022,160.2,DD
50000931,2023-07-04,0,100742G,SSC,2023,6.04,BANK
50000932,2024-10-16,0,100742G,SSC,2024,57.18,BANK
50000933,2025-07-31,0,100742G,SSC,2025,293.99,DD
50000934,2022-08-02,0,100742G,CIT,2022,58.2,BANK
50000935,2023-08-18,0,100742G,CIT,2023,9.78,PORTAL
50000936,2024-06-21,0,100742G,CIT,2024,110.3,BANK
50000937,2025-08-25,0,100742G,CIT,2025,335.73,BANK
50000938,2021-06-28,0,100751H,CIT,2021,1353.82,DD
50000939,2022-07-22,0,100751H,CIT,2022,1002.0,BANK
50000940,2023-07-21,0,100751H,CIT,2023,697.34,BANK
50000941,2024-07-26,0,100751H,CIT,2024,3235.14,PORTAL
50000942,2025-07-12,0,100751H,CIT,2025,1871.74,COUNTER
50000943,2020-11-27,0,100751H,FSS,2020,480.59,DD
50000944,2021-08-27,0,100751H,FSS,2021,899.13,PORTAL
50000945,2022-09-22,0,100751H,FSS,2022,250.95,BANK
50000946,2023-09-24,0,100751H,FSS,2023,1644.76,PORTAL
50000947,2024-08-09,0,100751H,FSS,2024,259.14,COUNTER
50000948,2025-04-22,0,100751H,FSS,2025,3879.6,DD
50000949,2020-11-03,0,100760B,VAT,2020,906.58,PORTAL
50000950,2021-10-19,0,100760B,VAT,2021,1544.91,PORTAL
50000951,2022-06-02,0,100760B,VAT,2022,656.38,COUNTER
50000952,2023-02-26,0,100760B,VAT,2023,1939.41,COUNTER
50000953,2024-09-28,0,100760B,VAT,2024,53.95,PORTAL
50000954,2026-01-14,0,100760B,VAT,2025,4838.01,BANK
50000955,2023-06-25,0,100767M,SA,2023,1738.04,DD
50000956,2024-07-17,0,100767M,SA,2024,2230.89,PORTAL
50000957,2025-08-24,0,100767M,SA,2025,2292.08,DD
50000958,2020-08-17,0,100772G,SA,2020,155.35,DD
50000959,2021-08-05,0,100772G,SA,2021,686.82,PORTAL
50000960,2022-07-03,0,100772G,SA,2022,534.52,BANK
50000961,2023-06-25,0,100772G,SA,2023,1744.5,BANK
50000962,2024-07-27,0,100772G,SA,2024,2921.99,BANK
50000963,2025-08-28,0,100772G,SA,2025,6033.36,BANK
50000964,2022-03-17,0,100772G,VAT,2022,476.9,BANK
50000965,2024-02-12,0,100772G,VAT,2023,1507.75,PORTAL
50000966,2025-02-05,0,100772G,VAT,2024,2148.26,COUNTER
50000967,2025-08-12,0,100772G,VAT,2025,3629.47,COUNTER
50000968,2021-06-23,0,100779A,FSS,2021,1088.44,BANK
50000969,2023-01-17,0,100779A,FSS,2022,843.63,DD
50000970,2024-02-01,0,100779A,FSS,2023,2185.78,COUNTER
50000971,2024-05-02,0,100779A,FSS,2024,3886.35,COUNTER
50000972,2025-05-02,0,100779A,FSS,2025,3055.99,PORTAL
50000973,2022-06-09,0,100779A,SSC,2022,179.64,COUNTER
50000974,2023-10-10,0,100779A,SSC,2023,317.46,BANK
50000975,2024-12-30,0,100779A,SSC,2024,824.43,DD
50000976,2025-03-02,0,100779A,SSC,2025,5253.72,DD
50000977,2021-06-15,0,100785G,CIT,2021,4.68,DD
50000978,2023-07-19,0,100785G,CIT,2023,2.73,COUNTER
50000979,2024-06-14,0,100785G,CIT,2024,12.51,DD
50000980,2025-08-23,0,100785G,CIT,2025,16.84,PORTAL
50000981,2020-09-04,0,100785G,VAT,2020,2.32,COUNTER
50000982,2023-01-05,0,100785G,VAT,2022,10.88,PORTAL
50000983,2023-09-22,0,100785G,VAT,2023,11.7,COUNTER
50000984,2024-07-28,0,100785G,VAT,2024,2.11,PORTAL
50000985,2026-01-10,0,100785G,VAT,2025,9.84,DD
50000986,2020-08-17,0,100791G,CIT,2020,571.53,DD
50000987,2021-08-27,0,100791G,CIT,2021,1148.7,BANK
50000988,2022-08-07,0,100791G,CIT,2022,1631.39,PORTAL
50000989,2023-07-18,0,100791G,CIT,2023,1813.51,BANK
50000990,2024-06-17,0,100791G,CIT,2024,3196.17,PORTAL
50000991,2025-07-14,0,100791G,CIT,2025,5850.92,PORTAL
50000992,2022-07-26,0,100791G,SSC,2022,65.85,DD
50000993,2023-05-05,0,100791G,SSC,2023,1575.25,BANK
50000994,2024-10-04,8,100791G,SSC,2024,2070.67,DD
50000995,2025-08-29,0,100791G,SSC,2025,1917.48,BANK
50000996,2023-06-23,0,100791G,CIT,2023,419.69,DD
50000997,2024-06-11,0,100791G,CIT,2024,919.88,BANK
50000998,2025-06-28,0,100791G,CIT,2025,1728.79,COUNTER
50000999,2020-08-07,0,100802G,CIT,2020,1.65,DD
50001000,2021-06-12,0,100802G,CIT,2021,3.54,BANK
50001001,2023-06-29,0,100802G,CIT,2023,12.3,PORTAL
50001002,2024-08-11,0,100802G,CIT,2024,2.43,BANK
50001003,2025-07-19,0,100802G,CIT,2025,19.98,COUNTER
50001004,2021-04-26,0,100802G,FSS,2021,4.51,PORTAL
50001005,2022-04-11,0,100802G,FSS,2022,6.88,COUNTER
50001006,2023-09-17,0,100802G,FSS,2023,5.49,COUNTER
50001007,2024-03-08,0,100802G,FSS,2024,7.89,DD
50001008,2025-07-06,0,100802G,FSS,2025,12.99,COUNTER
50001009,2020-07-11,0,100809A,CIT,2020,14.57,DD
50001010,2021-07-30,0,100809A,CIT,2021,12.54,DD
50001011,2022-07-30,0,100809A,CIT,2022,145.1,COUNTER
50001012,2023-07-06,0,100809A,CIT,2023,5.59,BANK
50001013,2024-08-10,0,100809A,CIT,2024,239.15,DD
50001014,2025-08-01,0,100809A,CIT,2025,351.88,PORTAL
50001015,2022-07-10,8,100809A,CIT,2022,35.54,COUNTER
50001016,2023-07-16,0,100809A,CIT,2023,17.98,DD
50001017,2024-07-25,0,100809A,CIT,2024,199.93,COUNTER
50001018,2025-07-18,0,100809A,CIT,2025,284.02,BANK
50001019,2023-08-12,0,100809A,VAT,2023,61.53,COUNTER
50001020,2024-07-27,8,100809A,VAT,2024,56.08,DD
50001021,2025-06-23,0,100809A,VAT,2025,0.56,DD
50001022,2020-06-17,0,100812L,CIT,2020,969.69,PORTAL
50001023,2021-08-28,0,100812L,CIT,2021,158.75,PORTAL
50001024,2022-07-31,0,100812L,CIT,2022,304.76,DD
50001025,2023-07-10,0,100812L,CIT,2023,2457.7,COUNTER
50001026,2024-08-27,0,100812L,CIT,2024,1795.0,COUNTER
50001027,2025-08-27,0,100812L,CIT,2025,6232.15,COUNTER
50001028,2021-07-13,0,100812L,CIT,2021,1350.4,PORTAL
50001029,2022-07-02,0,100812L,CIT,2022,1294.35,BANK
50001030,2023-08-11,0,100812L,CIT,2023,1655.65,BANK
50001031,2024-08-16,0,100812L,CIT,2024,858.61,BANK
50001032,2025-07-20,0,100812L,CIT,2025,4117.59,BANK
50001033,2021-08-03,0,100823M,CIT,2021,5.36,DD
50001034,2022-08-25,0,100823M,CIT,2022,5.11,COUNTER
50001035,2023-08-20,0,100823M,CIT,2023,11.11,PORTAL
50001036,2024-06-14,0,100823M,CIT,2024,9.51,BANK
50001037,2025-08-06,0,100823M,CIT,2025,15.68,BANK
50001038,2021-07-08,0,100823M,FSS,2021,5.42,BANK
50001039,2023-02-11,0,100823M,FSS,2022,8.22,DD
50001040,2023-12-21,0,100823M,FSS,2023,1.69,BANK
50001041,2024-06-08,0,100823M,FSS,2024,21.52,PORTAL
50001042,2023-10-27,0,100830A,SSC,2023,58.18,COUNTER
50001043,2024-09-11,0,100830A,SSC,2024,138.55,COUNTER
50001044,2025-07-05,0,100830A,SSC,2025,316.74,PORTAL
50001045,2023-08-04,0,100834L,CIT,2023,2353.79,COUNTER
50001046,2024-07-13,0,100834L,CIT,2024,3154.8,PORTAL
50001047,2025-08-08,0,100834L,CIT,2025,2842.05,BANK
50001048,2020-12-12,0,100834L,VAT,2020,500.23,DD
50001049,2021-12-23,0,100834L,VAT,2021,1427.38,DD
50001050,2022-09-03,0,100834L,VAT,2022,1184.51,PORTAL
50001051,2023-08-09,0,100834L,VAT,2023,2184.61,COUNTER
50001052,2024-03-15,0,100834L,VAT,2024,1039.45,PORTAL
50001053,2025-10-09,0,100834L,VAT,2025,1231.68,DD
50001054,2021-08-01,0,100841A,CIT,2021,15.69,DD
50001055,2022-08-03,0,100841A,CIT,2022,57.61,BANK
50001056,2023-08-28,8,100841A,CIT,2023,1.18,PORTAL
50001057,2024-08-26,0,100841A,CIT,2024,145.59,DD
50001058,2025-08-09,0,100841A,CIT,2025,134.85,PORTAL
50001059,2020-05-12,0,100841A,FSS,2020,36.12,DD
50001060,2021-04-29,0,100841A,FSS,2021,69.53,PORTAL
50001061,2022-12-05,0,100841A,FSS,2022,26.03,BANK
50001062,2023-11-02,0,100841A,FSS,2023,19.02,PORTAL
50001063,2024-10-01,0,100841A,FSS,2024,21.38,BANK
50001064,2025-04-11,8,100841A,FSS,2025,198.49,COUNTER
50001065,2021-07-27,0,100849G,CIT,2021,397.77,COUNTER
50001066,2022-07-28,0,100849G,CIT,2022,796.75,COUNTER
50001067,2023-07-18,0,100849G,CIT,2023,656.72,DD
50001068,2024-07-07,0,100849G,CIT,2024,2903.7,PORTAL
50001069,2025-08-16,8,100849G,CIT,2025,3587.52,BANK
50001070,2021-08-29,0,100854A,SA,2021,486.36,COUNTER
50001071,2022-06-27,0,100854A,SA,2022,103.1,BANK
50001072,2023-07-12,0,100854A,SA,2023,1196.73,PORTAL
50001073,2024-07-23,0,100854A,SA,2024,61.51,PORTAL
50001074,2025-06-28,0,100854A,SA,2025,293.61,DD
50001075,2020-08-14,0,100854A,SSC,2020,1439.42,BANK
50001076,2021-06-03,0,100854A,SSC,2021,646.32,PORTAL
50001077,2023-02-12,0,100854A,SSC,2022,2130.07,DD
50001078,2023-08-03,0,100854A,SSC,2023,62.99,COUNTER
50001079,2024-09-12,0,100854A,SSC,2024,263.71,COUNTER
50001080,2025-07-30,0,100854A,SSC,2025,1513.94,PORTAL
50001081,2021-06-15,0,100865G,CIT,2021,1216.34,COUNTER
50001082,2022-06-21,0,100865G,CIT,2022,523.07,DD
50001083,2023-07-17,0,100865G,CIT,2023,1469.11,COUNTER
50001084,2024-08-09,0,100865G,CIT,2024,1189.35,DD
50001085,2025-08-15,0,100865G,CIT,2025,4678.0,COUNTER
50001086,2021-10-20,0,100865G,FSS,2021,298.38,COUNTER
50001087,2022-09-17,0,100865G,FSS,2022,1361.42,PORTAL
50001088,2023-05-14,0,100865G,FSS,2023,929.1,COUNTER
50001089,2024-12-26,0,100865G,FSS,2024,3498.89,COUNTER
50001090,2025-12-27,0,100865G,FSS,2025,3753.6,PORTAL
50001091,2022-07-29,0,100869G,SA,2022,1465.37,PORTAL
50001092,2023-07-23,0,100869G,SA,2023,1713.12,DD
50001093,2024-08-28,0,100869G,SA,2024,3785.83,DD
50001094,2025-08-25,0,100869G,SA,2025,6591.31,PORTAL
50001095,2023-07-07,0,100869G,VAT,2023,213.35,COUNTER
50001096,2024-07-20,0,100869G,VAT,2024,1517.81,COUNTER
50001097,2025-06-02,0,100869G,VAT,2025,2373.06,PORTAL
50001098,2022-11-27,0,100875L,FSS,2022,2.85,COUNTER
50001099,2023-03-24,0,100875L,FSS,2023,5.2,BANK
50001100,2024-07-02,0,100875L,FSS,2024,3.42,PORTAL
50001101,2025-07-30,0,100875L,FSS,2025,6.79,BANK
50001102,2022-04-12,0,100875L,VAT,2022,1.25,DD
50001103,2023-07-26,0,100875L,VAT,2023,1.41,COUNTER
50001104,2024-07-22,0,100875L,VAT,2024,3.2,PORTAL
50001105,2025-03-21,0,100875L,VAT,2025,2.37,PORTAL
50001106,2021-07-17,0,100884A,SA,2021,399.05,COUNTER
50001107,2022-08-24,0,100884A,SA,2022,1588.87,COUNTER
50001108,2023-07-11,0,100884A,SA,2023,2003.39,DD
50001109,2024-08-01,0,100884A,SA,2024,3164.99,BANK
50001110,2025-07-14,0,100884A,SA,2025,5953.3,DD
50001111,2020-07-22,0,100884A,VAT,2020,288.18,PORTAL
50001112,2021-09-20,0,100884A,VAT,2021,64.6,PORTAL
50001113,2022-05-26,0,100884A,VAT,2022,822.51,DD
50001114,2023-12-02,0,100884A,VAT,2023,234.92,COUNTER
50001115,2024-09-12,0,100884A,VAT,2024,1693.96,COUNTER
50001116,2026-01-03,0,100884A,VAT,2025,6203.91,COUNTER
50001117,2023-10-12,0,100890B,SSC,2023,1.37,COUNTER
50001118,2024-11-27,0,100890B,SSC,2024,2.76,PORTAL
50001119,2025-08-10,0,100890B,SSC,2025,2.6,PORTAL
50001120,2021-08-23,0,100890B,CIT,2021,1.96,PORTAL
50001121,2022-07-24,0,100890B,CIT,2022,1.21,BANK
50001122,2023-06-18,0,100890B,CIT,2023,4.02,DD
50001123,2024-06-23,0,100890B,CIT,2024,3.37,BANK
50001124,2025-08-15,0,100890B,CIT,2025,4.58,BANK
50001125,2020-07-05,0,100900G,SSC,2020,46.73,COUNTER
50001126,2021-12-17,0,100900G,SSC,2021,18.91,COUNTER
50001127,2022-04-08,0,100900G,SSC,2022,67.51,DD
50001128,2023-06-15,0,100900G,SSC,2023,53.44,PORTAL
50001129,2024-03-09,0,100900G,SSC,2024,188.24,DD
50001130,2025-07-12,0,100900G,SSC,2025,159.98,PORTAL
50001131,2022-06-13,8,100900G,VAT,2022,26.51,COUNTER
50001132,2023-03-15,0,100900G,VAT,2023,190.34,BANK
50001133,2024-03-23,0,100900G,VAT,2024,199.47,COUNTER
50001134,2025-03-15,0,100900G,VAT,2025,7.54,PORTAL
50001135,2023-07-29,0,100900G,CIT,2023,11.74,COUNTER
50001136,2024-06-27,0,100900G,CIT,2024,37.99,DD
50001137,2025-08-29,0,100900G,CIT,2025,289.73,COUNTER
50001138,2022-07-13,0,100905H,CIT,2022,1996.55,BANK
50001139,2023-07-09,0,100905H,CIT,2023,435.02,DD
50001140,2024-08-14,0,100905H,CIT,2024,1984.56,COUNTER
50001141,2025-07-16,0,100905H,CIT,2025,2854.07,BANK
50001142,2021-03-08,0,100912B,VAT,2021,1557.36,BANK
50001143,2022-12-04,0,100912B,VAT,2022,1024.98,COUNTER
50001144,2024-02-01,0,100912B,VAT,2023,1126.54,BANK
50001145,2024-11-03,0,100912B,VAT,2024,1997.31,BANK
50001146,2025-04-14,0,100912B,VAT,2025,7874.94,PORTAL
50001147,2020-07-10,0,100912B,SSC,2020,326.29,PORTAL
50001148,2021-03-11,0,100912B,SSC,2021,1007.76,PORTAL
50001149,2022-05-09,0,100912B,SSC,2022,1874.04,PORTAL
50001150,2023-04-18,0,100912B,SSC,2023,1897.14,COUNTER
50001151,2024-07-21,0,100912B,SSC,2024,3997.04,PORTAL
50001152,2025-03-28,0,100912B,SSC,2025,556.03,COUNTER
50001153,2023-06-22,0,100912B,CIT,2023,1051.47,BANK
50001154,2024-08-29,0,100912B,CIT,2024,1231.34,DD
50001155,2025-08-27,0,100912B,CIT,2025,2817.19,BANK
50001156,2021-06-20,0,100912B,CIT,2021,269.66,PORTAL
50001157,2022-08-19,0,100912B,CIT,2022,1769.6,COUNTER
50001158,2023-07-05,0,100912B,CIT,2023,489.83,PORTAL
50001159,2024-08-05,0,100912B,CIT,2024,3109.47,COUNTER
50001160,2025-08-26,0,100912B,CIT,2025,7539.9,BANK
50001161,2022-01-15,0,100918G,SSC,2021,770.92,DD
50001162,2022-09-08,0,100918G,SSC,2022,1418.82,DD
50001163,2023-11-11,0,100918G,SSC,2023,715.34,PORTAL
50001164,2024-04-06,0,100918G,SSC,2024,972.68,PORTAL
50001165,2025-03-14,0,100918G,SSC,2025,7849.23,DD
50001166,2021-04-17,0,100918G,VAT,2021,1357.89,BANK
50001167,2022-03-31,0,100918G,VAT,2022,1624.02,BANK
50001168,2023-09-24,0,100918G,VAT,2023,2296.42,PORTAL
50001169,2024-10-04,0,100918G,VAT,2024,796.85,DD
50001170,2025-09-20,0,100918G,VAT,2025,7537.26,DD
50001171,2022-08-29,0,100918G,CIT,2022,1388.49,BANK
50001172,2023-08-18,0,100918G,CIT,2023,2534.56,DD
50001173,2024-08-19,0,100918G,CIT,2024,1366.07,DD
50001174,2025-07-31,0,100918G,CIT,2025,1324.95,DD
50001175,2022-04-14,0,100928A,FSS,2022,274.04,COUNTER
50001176,2023-04-15,0,100928A,FSS,2023,150.23,PORTAL
50001177,2024-07-16,0,100928A,FSS,2024,822.73,BANK
50001178,2025-07-19,0,100928A,FSS,2025,3945.99,BANK
50001179,2020-07-13,0,100933L,VAT,2020,960.11,BANK
50001180,2021-07-11,0,100933L,VAT,2021,411.81,COUNTER
50001181,2022-09-27,8,100933L,VAT,2022,1632.28,BANK
50001182,2023-12-20,0,100933L,VAT,2023,492.33,DD
50001183,2024-08-08,0,100933L,VAT,2024,2228.33,DD
50001184,2025-07-08,0,100933L,VAT,2025,3704.67,BANK
50001185,2021-03-07,0,100933L,FSS,2021,1205.05,BANK
50001186,2022-08-30,0,100933L,FSS,2022,622.98,DD
50001187,2023-04-01,0,100933L,FSS,2023,2426.33,BANK
50001188,2024-04-20,0,100933L,FSS,2024,2469.49,DD
50001189,2025-08-08,0,100933L,FSS,2025,1259.72,COUNTER
50001190,2022-04-11,0,100933L,SSC,2022,1704.3,PORTAL
50001191,2023-04-07,0,100933L,SSC,2023,553.68,COUNTER
50001192,2025-01-13,0,100933L,SSC,2024,1736.67,PORTAL
50001193,2025-12-20,0,100933L,SSC,2025,6793.99,DD
50001194,2023-07-30,0,100938L,CIT,2023,79.93,DD
50001195,2024-08-13,0,100938L,CIT,2024,158.01,COUNTER
50001196,2025-07-18,0,100938L,CIT,2025,125.78,PORTAL
50001197,2024-02-06,0,100949M,SSC,2023,1419.08,COUNTER
50001198,2024-07-27,0,100949M,SSC,2024,1961.2,PORTAL
50001199,2025-07-28,0,100949M,SSC,2025,586.93,BANK
50001200,2024-01-17,0,100949M,VAT,2023,2600.59,PORTAL
50001201,2024-08-28,0,100949M,VAT,2024,713.94,BANK
50001202,2025-08-04,0,100949M,VAT,2025,5172.34,COUNTER
50001203,2020-07-14,0,100956B,SSC,2020,1001.55,BANK
50001204,2021-07-11,0,100956B,SSC,2021,876.18,COUNTER
50001205,2022-08-30,0,100956B,SSC,2022,1925.17,COUNTER
50001206,2023-04-18,0,100956B,SSC,2023,1662.47,DD
50001207,2024-12-14,0,100956B,SSC,2024,346.72,DD
50001208,2025-04-29,0,100956B,SSC,2025,7623.93,BANK
50001209,2021-08-15,0,100956B,CIT,2021,697.74,BANK
50001210,2022-06-25,0,100956B,CIT,2022,1141.27,DD
50001211,2023-07-15,0,100956B,CIT,2023,915.38,BANK
50001212,2024-07-24,0,100956B,CIT,2024,1627.49,COUNTER
50001213,2025-07-10,0,100956B,CIT,2025,1077.48,DD
50001214,2021-06-24,0,100956B,CIT,2021,1309.8,DD
50001215,2022-08-16,0,100956B,CIT,2022,220.92,BANK
50001216,2023-08-16,0,100956B,CIT,2023,174.49,PORTAL
50001217,2024-08-04,0,100956B,CIT,2024,2367.29,PORTAL
50001218,2025-07-25,0,100956B,CIT,2025,1442.04,PORTAL
50001219,2020-06-26,0,100962H,CIT,2020,489.3,DD
50001220,2021-08-24,0,100962H,CIT,2021,1181.64,COUNTER
50001221,2022-06-22,0,100962H,CIT,2022,537.0,DD
50001222,2023-08-11,0,100962H,CIT,2023,1907.8,BANK
50001223,2024-06-19,0,100962H,CIT,2024,1764.19,PORTAL
50001224,2025-08-09,0,100962H,CIT,2025,5159.39,BANK
50001225,2020-12-29,0,100970M,VAT,2020,302.25,PORTAL
50001226,2021-04-12,0,100970M,VAT,2021,186.43,BANK
50001227,2022-07-17,0,100970M,VAT,2022,1623.25,COUNTER
50001228,2023-06-03,0,100970M,VAT,2023,1134.62,COUNTER
50001229,2025-01-16,0,100970M,VAT,2024,1333.77,COUNTER
50001230,2025-09-16,0,100970M,VAT,2025,5968.69,BANK
50001231,2020-06-18,0,100976G,CIT,2020,1249.56,BANK
50001232,2021-07-12,0,100976G,CIT,2021,1495.06,BANK
50001233,2022-07-11,0,100976G,CIT,2022,1447.19,PORTAL
50001234,2023-07-14,0,100976G,CIT,2023,1200.72,BANK
50001235,2024-06-28,0,100976G,CIT,2024,360.44,COUNTER
50001236,2025-08-06,0,100976G,CIT,2025,3464.45,DD
50001237,2021-10-14,0,100976G,VAT,2021,801.15,PORTAL
50001238,2022-11-12,0,100976G,VAT,2022,1691.16,PORTAL
50001239,2023-06-29,0,100976G,VAT,2023,2656.81,DD
50001240,2024-02-28,0,100976G,VAT,2024,1990.39,DD
50001241,2025-06-07,0,100976G,VAT,2025,3427.67,PORTAL
50001242,2024-01-05,0,100980L,SSC,2023,1239.68,COUNTER
50001243,2024-07-13,0,100980L,SSC,2024,1876.88,COUNTER
50001244,2025-04-26,0,100980L,SSC,2025,2656.38,DD
50001245,2022-10-17,0,100989A,SSC,2022,1509.09,DD
50001246,2023-11-01,0,100989A,SSC,2023,1100.61,DD
50001247,2024-07-23,0,100989A,SSC,2024,2245.32,PORTAL
50001248,2025-06-29,0,100989A,SSC,2025,544.88,DD
50001249,2021-06-16,0,100989A,CIT,2021,444.87,DD
50001250,2022-08-06,0,100989A,CIT,2022,1577.24,DD
50001251,2023-07-19,0,100989A,CIT,2023,1012.79,PORTAL
50001252,2024-07-27,0,100989A,CIT,2024,2198.71,COUNTER
50001253,2025-08-15,0,100989A,CIT,2025,2495.15,PORTAL
50001254,2020-05-04,0,100994B,FSS,2020,862.92,DD
50001255,2021-06-26,0,100994B,FSS,2021,201.74,PORTAL
50001256,2022-12-04,0,100994B,FSS,2022,497.71,DD
50001257,2023-11-10,0,100994B,FSS,2023,2539.13,BANK
50001258,2024-05-09,0,100994B,FSS,2024,3897.24,COUNTER
50001259,2025-09-06,0,100994B,FSS,2025,1202.01,PORTAL
50001260,2022-06-22,0,100994B,VAT,2022,493.45,COUNTER
