assessment_id,tin,tax_type,yofa,period,kind,caution_flag,amount,due_date,assessed_at
A00001448,101107L,FSS,2023,2023,SELF,0,1955.04,2023-09-15,2023-08-16 09:00:00
A00001449,101107L,FSS,2024,2024,SELF,0,1275.45,2024-06-15,2024-05-16 09:00:00
A00001450,101107L,FSS,2025,2025,DEFAULT,0,6805.9,2025-12-15,2025-11-15 09:00:00
A00001451,101107L,VAT,2021,2021,SELF,0,433.54,2021-12-15,2021-11-15 09:00:00
A00001452,101107L,VAT,2022,2022,SELF,0,95.71,2022-12-15,2022-11-15 09:00:00
A00001453,101107L,VAT,2023,2023,AUTHORITY,0,2626.75,2023-12-15,2023-11-15 09:00:00
A00001454,101107L,VAT,2024,2024,SELF,0,1430.04,2024-06-15,2024-05-16 09:00:00
A00001455,101107L,VAT,2025,2025,SELF,0,2075.32,2025-09-15,2025-08-16 09:00:00
A00001456,101117L,FSS,2020,2020,SELF,0,9.06,2020-06-15,2020-05-16 09:00:00
A00001457,101117L,FSS,2021,2021,DEFAULT,1,15.46,2021-03-15,2021-02-13 09:00:00
A00001458,101117L,FSS,2022,2022,SELF,0,12.24,2022-06-15,2022-05-16 09:00:00
A00001459,101117L,FSS,2023,2023,AUTHORITY,0,8.41,2023-09-15,2023-08-16 09:00:00
A00001460,101117L,FSS,2024,2024,SELF,0,43.45,2024-03-15,2024-02-14 09:00:00
A00001461,101117L,FSS,2025,2025,SELF,0,73.45,2025-06-15,2025-05-16 09:00:00
A00001462,101117L,SSC,2023,2023,SELF,0,24.84,2023-09-15,2023-08-16 09:00:00
A00001463,101117L,SSC,2024,2024,SELF,0,19.45,2024-06-15,2024-05-16 09:00:00
A00001464,101117L,SSC,2025,2025,AUTHORITY,0,33.66,2025-03-15,2025-02-13 09:00:00
A00001465,101123M,FSS,2023,2023,SELF,0,299.26,2023-03-15,2023-02-13 09:00:00
A00001466,101123M,FSS,2024,2024,SELF,0,256.64,2024-06-15,2024-05-16 09:00:00
A00001467,101123M,FSS,2025,2025,SELF,0,271.11,2025-09-15,2025-08-16 09:00:00
A00001468,101131H,SSC,2022,2022,AUTHORITY,0,1302.35,2022-03-15,2022-02-13 09:00:00
A00001469,101131H,SSC,2023,2023,SELF,0,2187.86,2023-09-15,2023-08-16 09:00:00
A00001470,101131H,SSC,2024,2024,SELF,0,514.15,2024-06-15,2024-05-16 09:00:00
A00001471,101131H,SSC,2025,2025,SELF,0,4675.79,2025-09-15,2025-08-16 09:00:00
A00001472,101131H,FSS,2023,2023,DEFAULT,1,1029.83,2023-06-15,2023-05-16 09:00:00
A00001473,101131H,FSS,2024,2024,SELF,0,61.32,2024-06-15,2024-05-16 09:00:00
A00001474,101131H,FSS,2025,2025,SELF,0,1364.17,2025-03-15,2025-02-13 09:00:00
A00001475,101136G,SSC,2021,2021,SELF,0,1951.13,2021-06-15,2021-05-16 09:00:00
A00001476,101136G,SSC,2022,2022,SELF,0,8373.72,2022-12-15,2022-11-15 09:00:00
A00001477,101136G,SSC,2023,2023,SELF,0,16376.49,2023-06-15,2023-05-16 09:00:00
A00001478,101136G,SSC,2024,2024,SELF,0,5590.81,2024-03-15,2024-02-14 09:00:00
A00001479,101136G,SSC,2025,2025,SELF,0,11082.24,2025-12-15,2025-11-15 09:00:00
A00001480,101136G,FSS,2021,2021,SELF,0,1931.34,2021-06-15,2021-05-16 09:00:00
A00001481,101136G,FSS,2022,2022,SELF,0,11072.19,2022-12-15,2022-11-15 09:00:00
A00001482,101136G,FSS,2023,2023,SELF,0,7210.48,2023-03-15,2023-02-13 09:00:00
A00001483,101136G,FSS,2024,2024,SELF,0,26951.89,2024-09-15,2024-08-16 09:00:00
A00001484,101136G,FSS,2025,2025,SELF,0,22348.4,2025-09-15,2025-08-16 09:00:00
A00001485,101141M,CIT,2021,2021,SELF,0,10.5,2021-06-30,2021-05-31 09:00:00
A00001486,101141M,CIT,2022,2022,SELF,0,21.2,2022-06-30,2022-05-31 09:00:00
A00001487,101141M,CIT,2023,2023,DEFAULT,1,14.19,2023-06-30,2023-05-31 09:00:00
A00001488,101141M,CIT,2024,2024,DEFAULT,0,35.59,2024-06-30,2024-05-31 09:00:00
A00001489,101141M,CIT,2025,2025,SELF,0,69.47,2025-06-30,2025-05-31 09:00:00
A00001490,101141M,CIT,2023,2023,AUTHORITY,0,14.63,2023-06-30,2023-05-31 09:00:00
A00001491,101141M,CIT,2024,2024,SELF,0,18.37,2024-06-30,2024-05-31 09:00:00
A00001492,101141M,CIT,2025,2025,SELF,0,70.26,2025-06-30,2025-05-31 09:00:00
A00001493,101141M,VAT,2020,2020,SELF,0,11.71,2020-03-15,2020-02-14 09:00:00
A00001494,101141M,VAT,2021,2021,SELF,0,15.94,2021-03-15,2021-02-13 09:00:00
A00001495,101141M,VAT,2022,2022,SELF,0,6.94,2022-09-15,2022-08-16 09:00:00
A00001496,101141M,VAT,2023,2023,SELF,0,27.44,2023-06-15,2023-05-16 09:00:00
A00001497,101141M,VAT,2024,2024,SELF,0,42.81,2024-12-15,2024-11-15 09:00:00
A00001498,101141M,VAT,2025,2025,SELF,0,74.61,2025-03-15,2025-02-13 09:00:00
A00001499,101141M,SSC,2022,2022,SELF,0,14.41,2022-12-15,2022-11-15 09:00:00
A00001500,101141M,SSC,2023,2023,SELF,0,7.53,2023-06-15,2023-05-16 09:00:00
A00001501,101141M,SSC,2024,2024,SELF,0,19.75,2024-06-15,2024-05-16 09:00:00
A00001502,101141M,SSC,2025,2025,SELF,0,38.53,2025-06-15,2025-05-16 09:00:00
A00001503,101151M,SSC,2022,2022,SELF,0,1042.76,2022-03-15,2022-02-13 09:00:00
A00001504,101151M,SSC,2023,2023,SELF,0,2037.0,2023-09-15,2023-08-16 09:00:00
A00001505,101151M,SSC,2024,2024,DEFAULT,0,1954.22,2024-09-15,2024-08-16 09:00:00
A00001506,101151M,SSC,2025,2025,SELF,0,2609.93,2025-12-15,2025-11-15 09:00:00
A00001507,101157L,CIT,2020,2020,DEFAULT,0,3.7,2020-06-30,2020-05-31 09:00:00
A00001508,101157L,CIT,2021,2021,SELF,0,4.96,2021-06-30,2021-05-31 09:00:00
A00001509,101157L,CIT,2022,2022,SELF,0,2.52,2022-06-30,2022-05-31 09:00:00
A00001510,101157L,CIT,2023,2023,SELF,0,8.7,2023-06-30,2023-05-31 09:00:00
A00001511,101157L,CIT,2024,2024,SELF,0,2.6,2024-06-30,2024-05-31 09:00:00
A00001512,101157L,CIT,2025,2025,SELF,0,17.66,2025-06-30,2025-05-31 09:00:00
A00001513,101166A,CIT,2022,2022,DEFAULT,0,16.12,2022-06-30,2022-05-31 09:00:00
A00001514,101166A,CIT,2023,2023,SELF,0,12.57,2023-06-30,2023-05-31 09:00:00
A00001515,101166A,CIT,2024,2024,SELF,0,41.22,2024-06-30,2024-05-31 09:00:00
A00001516,101166A,CIT,2025,2025,DEFAULT,1,70.74,2025-06-30,2025-05-31 09:00:00
A00001517,101171A,CIT,2021,2021,SELF,0,3034.98,2021-06-30,2021-05-31 09:00:00
A00001518,101171A,CIT,2022,2022,SELF,0,9532.97,2022-06-30,2022-05-31 09:00:00
A00001519,101171A,CIT,2023,2023,DEFAULT,0,14042.02,2023-06-30,2023-05-31 09:00:00
A00001520,101171A,CIT,2024,2024,DEFAULT,0,10850.49,2024-06-30,2024-05-31 09:00:00
A00001521,101171A,CIT,2025,2025,SELF,0,24808.69,2025-06-30,2025-05-31 09:00:00
A00001522,101171A,FSS,2022,2022,SELF,0,6141.46,2022-12-15,2022-11-15 09:00:00
A00001523,101171A,FSS,2023,2023,SELF,0,19367.6,2023-03-15,2023-02-13 09:00:00
A00001524,101171A,FSS,2024,2024,SELF,0,10889.93,2024-09-15,2024-08-16 09:00:00
A00001525,101171A,FSS,2025,2025,SELF,0,37526.28,2025-12-15,2025-11-15 09:00:00
A00001526,101171A,SSC,2023,2023,SELF,0,16144.13,2023-09-15,2023-08-16 09:00:00
A00001527,101171A,SSC,2024,2024,AUTHORITY,0,27052.89,2024-06-15,2024-05-16 09:00:00
A00001528,101171A,SSC,2025,2025,SELF,0,24915.17,2025-09-15,2025-08-16 09:00:00
A00001529,101178M,VAT,2022,2022,AUTHORITY,0,9.27,2022-12-15,2022-11-15 09:00:00
A00001530,101178M,VAT,2023,2023,SELF,0,16.77,2023-09-15,2023-08-16 09:00:00
A00001531,101178M,VAT,2024,2024,SELF,0,19.37,2024-09-15,2024-08-16 09:00:00
A00001532,101178M,VAT,2025,2025,SELF,0,63.24,2025-06-15,2025-05-16 09:00:00
A00001533,101178M,CIT,2020,2020,SELF,0,13.06,2020-06-30,2020-05-31 09:00:00
A00001534,101178M,CIT,2021,2021,SELF,0,10.66,2021-06-30,2021-05-31 09:00:00
A00001535,101178M,CIT,2022,2022,SELF,0,9.61,2022-06-30,2022-05-31 09:00:00
A00001536,101178M,CIT,2023,2023,SELF,0,16.13,2023-06-30,2023-05-31 09:00:00
A00001537,101178M,CIT,2024,2024,SELF,0,27.67,2024-06-30,2024-05-31 09:00:00
A00001538,101178M,CIT,2025,2025,SELF,0,42.43,2025-06-30,2025-05-31 09:00:00
A00001539,101184H,VAT,2020,2020,SELF,0,34.17,2020-03-15,2020-02-14 09:00:00
A00001540,101184H,VAT,2021,2021,SELF,0,88.35,2021-03-15,2021-02-13 09:00:00
A00001541,101184H,VAT,2022,2022,SELF,0,163.05,2022-09-15,2022-08-16 09:00:00
A00001542,101184H,VAT,2023,2023,SELF,0,235.99,2023-03-15,2023-02-13 09:00:00
A00001543,101184H,VAT,2024,2024,SELF,0,254.58,2024-12-15,2024-11-15 09:00:00
A00001544,101184H,VAT,2025,2025,SELF,0,385.87,2025-03-15,2025-02-13 09:00:00
A00001545,101184H,PIT,2021,2021,SELF,0,157.68,2021-06-30,2021-05-31 09:00:00
A00001546,101184H,PIT,2022,2022,SELF,0,114.74,2022-06-30,2022-05-31 09:00:00
A00001547,101184H,PIT,2023,2023,SELF,0,208.25,2023-06-30,2023-05-31 09:00:00
A00001548,101184H,PIT,2024,2024,SELF,0,346.95,2024-06-30,2024-05-31 09:00:00
A00001549,101184H,PIT,2025,2025,SELF,0,508.93,2025-06-30,2025-05-31 09:00:00
A00001550,101190A,CIT,2023,2023,SELF,0,8.58,2023-06-30,2023-05-31 09:00:00
A00001551,101190A,CIT,2024,2024,SELF,0,5.38,2024-06-30,2024-05-31 09:00:00
A00001552,101190A,CIT,2025,2025,SELF,0,22.88,2025-06-30,2025-05-31 09:00:00
A00001553,101190A,VAT,2021,2021,SELF,0,2.53,2021-09-15,2021-08-16 09:00:00
A00001554,101190A,VAT,2022,2022,SELF,0,1.65,2022-12-15,2022-11-15 09:00:00
A00001555,101190A,VAT,2023,2023,SELF,0,5.8,2023-03-15,2023-02-13 09:00:00
A00001556,101190A,VAT,2024,2024,SELF,0,7.52,2024-09-15,2024-08-16 09:00:00
A00001557,101190A,VAT,2025,2025,SELF,0,21.5,2025-12-15,2025-11-15 09:00:00
A00001558,101198H,CIT,2021,2021,SELF,0,277.76,2021-06-30,2021-05-31 09:00:00
A00001559,101198H,CIT,2022,2022,SELF,0,1217.27,2022-06-30,2022-05-31 09:00:00
A00001560,101198H,CIT,2023,2023,SELF,0,4397.37,2023-06-30,2023-05-31 09:00:00
A00001561,101198H,CIT,2024,2024,SELF,0,8347.01,2024-06-30,2024-05-31 09:00:00
A00001562,101198H,CIT,2025,2025,SELF,0,17490.97,2025-06-30,2025-05-31 09:00:00
A00001563,101198H,SSC,2022,2022,SELF,0,2889.32,2022-12-15,2022-11-15 09:00:00
A00001564,101198H,SSC,2023,2023,SELF,0,3178.85,2023-03-15,2023-02-13 09:00:00
A00001565,101198H,SSC,2024,2024,SELF,0,8057.43,2024-12-15,2024-11-15 09:00:00
A00001566,101198H,SSC,2025,2025,SELF,0,8243.57,2025-06-15,2025-05-16 09:00:00
A00001567,101198H,VAT,2020,2020,SELF,0,1167.76,2020-06-15,2020-05-16 09:00:00
A00001568,101198H,VAT,2021,2021,SELF,0,1077.53,2021-09-15,2021-08-16 09:00:00
A00001569,101198H,VAT,2022,2022,AUTHORITY,0,1376.61,2022-12-15,2022-11-15 09:00:00
A00001570,101198H,VAT,2023,2023,SELF,0,4417.54,2023-09-15,2023-08-16 09:00:00
A00001571,101198H,VAT,2024,2024,SELF,0,3186.31,2024-12-15,2024-11-15 09:00:00
A00001572,101198H,VAT,2025,2025,SELF,0,1361.56,2025-09-15,2025-08-16 09:00:00
A00001573,101198H,FSS,2023,2023,SELF,0,5748.52,2023-06-15,2023-05-16 09:00:00
A00001574,101198H,FSS,2024,2024,SELF,0,2655.81,2024-09-15,2024-08-16 09:00:00
A00001575,101198H,FSS,2025,2025,SELF,0,7718.24,2025-03-15,2025-02-13 09:00:00
A00001576,101207A,SSC,2022,2022,SELF,0,38772.04,2022-09-15,2022-08-16 09:00:00
A00001577,101207A,SSC,2023,2023,SELF,0,35123.71,2023-09-15,2023-08-16 09:00:00
A00001578,101207A,SSC,2024,2024,SELF,0,33159.98,2024-06-15,2024-05-16 09:00:00
A00001579,101207A,SSC,2025,2025,DEFAULT,1,100830.1,2025-09-15,2025-08-16 09:00:00
A00001580,101207A,VAT,2020,2020,SELF,0,20888.35,2020-06-15,2020-05-16 09:00:00
A00001581,101207A,VAT,2021,2021,SELF,0,41701.56,2021-12-15,2021-11-15 09:00:00
A00001582,101207A,VAT,2022,2022,SELF,0,33341.17,2022-12-15,2022-11-15 09:00:00
A00001583,101207A,VAT,2023,2023,SELF,0,24218.66,2023-03-15,2023-02-13 09:00:00
A00001584,101207A,VAT,2024,2024,SELF,0,73535.76,2024-03-15,2024-02-14 09:00:00
A00001585,101207A,VAT,2025,2025,SELF,0,67257.68,2025-12-15,2025-11-15 09:00:00
A00001586,101207A,FSS,2020,2020,SELF,0,22761.39,2020-03-15,2020-02-14 09:00:00
A00001587,101207A,FSS,2021,2021,SELF,0,35051.28,2021-06-15,2021-05-16 09:00:00
A00001588,101207A,FSS,2022,2022,SELF,0,42869.56,2022-03-15,2022-02-13 09:00:00
A00001589,101207A,FSS,2023,2023,SELF,0,53902.36,2023-03-15,2023-02-13 09:00:00
A00001590,101207A,FSS,2024,2024,SELF,0,31636.92,2024-06-15,2024-05-16 09:00:00
A00001591,101207A,FSS,2025,2025,SELF,0,69718.57,2025-12-15,2025-11-15 09:00:00
A00001592,101211H,SSC,2022,2022,SELF,0,1237.05,2022-06-15,2022-05-16 09:00:00
A00001593,101211H,SSC,2023,2023,DEFAULT,1,1599.98,2023-12-15,2023-11-15 09:00:00
A00001594,101211H,SSC,2024,2024,SELF,0,3229.68,2024-12-15,2024-11-15 09:00:00
A00001595,101211H,SSC,2025,2025,SELF,0,1888.79,2025-03-15,2025-02-13 09:00:00
A00001596,101219M,PIT,2021,2021,SELF,0,476.14,2021-06-30,2021-05-31 09:00:00
A00001597,101219M,PIT,2022,2022,SELF,0,1625.31,2022-06-30,2022-05-31 09:00:00
A00001598,101219M,PIT,2023,2023,SELF,0,909.33,2023-06-30,2023-05-31 09:00:00
A00001599,101219M,PIT,2024,2024,SELF,0,3799.07,2024-06-30,2024-05-31 09:00:00
A00001600,101219M,PIT,2025,2025,DEFAULT,1,2496.6,2025-06-30,2025-05-31 09:00:00
A00001601,101219M,FSS,2021,2021,SELF,0,1480.63,2021-12-15,2021-11-15 09:00:00
A00001602,101219M,FSS,2022,2022,SELF,0,467.68,2022-09-15,2022-08-16 09:00:00
A00001603,101219M,FSS,2023,2023,SELF,0,589.03,2023-03-15,2023-02-13 09:00:00
A00001604,101219M,FSS,2024,2024,SELF,0,1072.71,2024-09-15,2024-08-16 09:00:00
A00001605,101219M,FSS,2025,2025,SELF,0,4008.12,2025-12-15,2025-11-15 09:00:00
A00001606,101228G,CIT,2022,2022,SELF,0,1502.91,2022-06-30,2022-05-31 09:00:00
A00001607,101228G,CIT,2023,2023,AUTHORITY,0,2473.43,2023-06-30,2023-05-31 09:00:00
A00001608,101228G,CIT,2024,2024,SELF,0,3308.97,2024-06-30,2024-05-31 09:00:00
A00001609,101228G,CIT,2025,2025,SELF,0,4534.42,2025-06-30,2025-05-31 09:00:00
A00001610,101228G,CIT,2020,2020,DEFAULT,1,1216.92,2020-06-30,2020-05-31 09:00:00
A00001611,101228G,CIT,2021,2021,SELF,0,1460.76,2021-06-30,2021-05-31 09:00:00
A00001612,101228G,CIT,2022,2022,SELF,0,32.68,2022-06-30,2022-05-31 09:00:00
A00001613,101228G,CIT,2023,2023,SELF,0,688.61,2023-06-30,2023-05-31 09:00:00
A00001614,101228G,CIT,2024,2024,SELF,0,2182.08,2024-06-30,2024-05-31 09:00:00
A00001615,101228G,CIT,2025,2025,SELF,0,4823.26,2025-06-30,2025-05-31 09:00:00
A00001616,101228G,FSS,2022,2022,SELF,0,1424.06,2022-12-15,2022-11-15 09:00:00
A00001617,101228G,FSS,2023,2023,SELF,0,2519.81,2023-09-15,2023-08-16 09:00:00
A00001618,101228G,FSS,2024,2024,SELF,0,1410.04,2024-03-15,2024-02-14 09:00:00
A00001619,101228G,FSS,2025,2025,SELF,0,705.1,2025-09-15,2025-08-16 09:00:00
A00001620,101228G,SSC,2020,2020,SELF,0,261.59,2020-06-15,2020-05-16 09:00:00
A00001621,101228G,SSC,2021,2021,SELF,0,1321.49,2021-09-15,2021-08-16 09:00:00
A00001622,101228G,SSC,2022,2022,AUTHORITY,0,835.77,2022-12-15,2022-11-15 09:00:00
A00001623,101228G,SSC,2023,2023,SELF,0,1669.55,2023-03-15,2023-02-13 09:00:00
A00001624,101228G,SSC,2024,2024,SELF,0,1625.84,2024-12-15,2024-11-15 09:00:00
A00001625,101228G,SSC,2025,2025,SELF,0,1659.82,2025-09-15,2025-08-16 09:00:00
A00001626,101236A,VAT,2023,2023,SELF,0,1450.72,2023-12-15,2023-11-15 09:00:00
A00001627,101236A,VAT,2024,2024,SELF,0,3802.91,2024-03-15,2024-02-14 09:00:00
A00001628,101236A,VAT,2025,2025,DEFAULT,0,6550.41,2025-03-15,2025-02-13 09:00:00
A00001629,101243B,FSS,2022,2022,SELF,0,52.17,2022-03-15,2022-02-13 09:00:00
A00001630,101243B,FSS,2023,2023,SELF,0,196.39,2023-03-15,2023-02-13 09:00:00
A00001631,101243B,FSS,2024,2024,SELF,0,211.11,2024-09-15,2024-08-16 09:00:00
A00001632,101243B,FSS,2025,2025,SELF,0,226.59,2025-12-15,2025-11-15 09:00:00
A00001633,101243B,VAT,2021,2021,SELF,0,74.14,2021-06-15,2021-05-16 09:00:00
A00001634,101243B,VAT,2022,2022,SELF,0,149.44,2022-12-15,2022-11-15 09:00:00
A00001635,101243B,VAT,2023,2023,SELF,0,86.08,2023-12-15,2023-11-15 09:00:00
A00001636,101243B,VAT,2024,2024,SELF,0,51.07,2024-06-15,2024-05-16 09:00:00
A00001637,101243B,VAT,2025,2025,DEFAULT,1,326.91,2025-12-15,2025-11-15 09:00:00
A00001638,101243B,CIT,2021,2021,SELF,0,72.7,2021-06-30,2021-05-31 09:00:00
A00001639,101243B,CIT,2022,2022,AUTHORITY,0,184.9,2022-06-30,2022-05-31 09:00:00
A00001640,101243B,CIT,2023,2023,SELF,0,31.67,2023-06-30,2023-05-31 09:00:00
A00001641,101243B,CIT,2024,2024,SELF,0,130.6,2024-06-30,2024-05-31 09:00:00
A00001642,101243B,CIT,2025,2025,SELF,0,683.97,2025-06-30,2025-05-31 09:00:00
A00001643,101243B,CIT,2020,2020,SELF,0,29.74,2020-06-30,2020-05-31 09:00:00
A00001644,101243B,CIT,2021,2021,SELF,0,99.93,2021-06-30,2021-05-31 09:00:00
A00001645,101243B,CIT,2022,2022,DEFAULT,0,189.25,2022-06-30,2022-05-31 09:00:00
A00001646,101243B,CIT,2023,2023,SELF,0,234.89,2023-06-30,2023-05-31 09:00:00
A00001647,101243B,CIT,2024,2024,SELF,0,59.72,2024-06-30,2024-05-31 09:00:00
A00001648,101243B,CIT,2025,2025,SELF,0,139.69,2025-06-30,2025-05-31 09:00:00
A00001649,101248H,CIT,2023,2023,SELF,0,352.81,2023-06-30,2023-05-31 09:00:00
A00001650,101248H,CIT,2024,2024,DEFAULT,1,1130.91,2024-06-30,2024-05-31 09:00:00
A00001651,101248H,CIT,2025,2025,SELF,0,6799.23,2025-06-30,2025-05-31 09:00:00
A00001652,101248H,VAT,2023,2023,SELF,0,826.26,2023-03-15,2023-02-13 09:00:00
A00001653,101248H,VAT,2024,2024,SELF,0,2455.62,2024-06-15,2024-05-16 09:00:00
A00001654,101248H,VAT,2025,2025,SELF,0,5230.57,2025-09-15,2025-08-16 09:00:00
A00001655,101253H,VAT,2023,2023,SELF,0,2469.88,2023-12-15,2023-11-15 09:00:00
A00001656,101253H,VAT,2024,2024,SELF,0,3969.17,2024-03-15,2024-02-14 09:00:00
A00001657,101253H,VAT,2025,2025,SELF,0,4936.43,2025-09-15,2025-08-16 09:00:00
A00001658,101253H,SSC,2022,2022,AUTHORITY,0,692.77,2022-09-15,2022-08-16 09:00:00
A00001659,101253H,SSC,2023,2023,SELF,0,2406.33,2023-12-15,2023-11-15 09:00:00
A00001660,101253H,SSC,2024,2024,SELF,0,2555.89,2024-12-15,2024-11-15 09:00:00
A00001661,101253H,SSC,2025,2025,SELF,0,2875.76,2025-06-15,2025-05-16 09:00:00
A00001662,101260H,PIT,2022,2022,DEFAULT,1,869.08,2022-06-30,2022-05-31 09:00:00
A00001663,101260H,PIT,2023,2023,SELF,0,1147.1,2023-06-30,2023-05-31 09:00:00
A00001664,101260H,PIT,2024,2024,SELF,0,2354.34,2024-06-30,2024-05-31 09:00:00
A00001665,101260H,PIT,2025,2025,DEFAULT,0,4082.63,2025-06-30,2025-05-31 09:00:00
A00001666,101269L,SSC,2023,2023,SELF,0,1716.82,2023-03-15,2023-02-13 09:00:00
A00001667,101269L,SSC,2024,2024,SELF,0,2559.72,2024-06-15,2024-05-16 09:00:00
A00001668,101269L,SSC,2025,2025,SELF,0,5823.79,2025-03-15,2025-02-13 09:00:00
A00001669,101269L,PIT,2022,2022,SELF,0,298.5,2022-06-30,2022-05-31 09:00:00
A00001670,101269L,PIT,2023,2023,SELF,0,1984.46,2023-06-30,2023-05-31 09:00:00
A00001671,101269L,PIT,2024,2024,AUTHORITY,0,1684.88,2024-06-30,2024-05-31 09:00:00
A00001672,101269L,PIT,2025,2025,SELF,0,7818.85,2025-06-30,2025-05-31 09:00:00
A00001673,101276A,SSC,2022,2022,AUTHORITY,0,490.04,2022-06-15,2022-05-16 09:00:00
A00001674,101276A,SSC,2023,2023,AUTHORITY,0,2573.64,2023-06-15,2023-05-16 09:00:00
A00001675,101276A,SSC,2024,2024,DEFAULT,1,652.4,2024-12-15,2024-11-15 09:00:00
A00001676,101276A,SSC,2025,2025,SELF,0,4233.36,2025-12-15,2025-11-15 09:00:00
A00001677,101276A,CIT,2023,2023,SELF,0,1367.8,2023-06-30,2023-05-31 09:00:00
A00001678,101276A,CIT,2024,2024,AUTHORITY,0,591.47,2024-06-30,2024-05-31 09:00:00
A00001679,101276A,CIT,2025,2025,SELF,0,2729.06,2025-06-30,2025-05-31 09:00:00
A00001680,101282M,SSC,2021,2021,SELF,0,1206.41,2021-06-15,2021-05-16 09:00:00
A00001681,101282M,SSC,2022,2022,AUTHORITY,0,3540.29,2022-09-15,2022-08-16 09:00:00
A00001682,101282M,SSC,2023,2023,SELF,0,5312.23,2023-03-15,2023-02-13 09:00:00
A00001683,101282M,SSC,2024,2024,SELF,0,3301.33,2024-12-15,2024-11-15 09:00:00
A00001684,101282M,SSC,2025,2025,DEFAULT,1,15807.86,2025-03-15,2025-02-13 09:00:00
A00001685,101289G,CIT,2020,2020,SELF,0,1053.41,2020-06-30,2020-05-31 09:00:00
A00001686,101289G,CIT,2021,2021,SELF,0,166.38,2021-06-30,2021-05-31 09:00:00
A00001687,101289G,CIT,2022,2022,SELF,0,1673.2,2022-06-30,2022-05-31 09:00:00
A00001688,101289G,CIT,2023,2023,SELF,0,465.7,2023-06-30,2023-05-31 09:00:00
A00001689,101289G,CIT,2024,2024,SELF,0,2083.09,2024-06-30,2024-05-31 09:00:00
A00001690,101289G,CIT,2025,2025,SELF,0,7035.66,2025-06-30,2025-05-31 09:00:00
A00001691,101289G,FSS,2021,2021,SELF,0,1476.71,2021-09-15,2021-08-16 09:00:00
A00001692,101289G,FSS,2022,2022,SELF,0,383.97,2022-06-15,2022-05-16 09:00:00
A00001693,101289G,FSS,2023,2023,SELF,0,1427.62,2023-12-15,2023-11-15 09:00:00
A00001694,101289G,FSS,2024,2024,SELF,0,868.26,2024-03-15,2024-02-14 09:00:00
A00001695,101289G,FSS,2025,2025,SELF,0,6069.2,2025-03-15,2025-02-13 09:00:00
A00001696,101289G,CIT,2020,2020,SELF,0,438.68,2020-06-30,2020-05-31 09:00:00
A00001697,101289G,CIT,2021,2021,SELF,0,446.63,2021-06-30,2021-05-31 09:00:00
A00001698,101289G,CIT,2022,2022,SELF,0,1886.44,2022-06-30,2022-05-31 09:00:00
A00001699,101289G,CIT,2023,2023,SELF,0,2268.52,2023-06-30,2023-05-31 09:00:00
A00001700,101289G,CIT,2024,2024,SELF,0,2322.52,2024-06-30,2024-05-31 09:00:00
A00001701,101289G,CIT,2025,2025,SELF,0,4016.5,2025-06-30,2025-05-31 09:00:00
A00001702,101296A,PIT,2023,2023,AUTHORITY,0,2972.8,2023-06-30,2023-05-31 09:00:00
A00001703,101296A,PIT,2024,2024,SELF,0,863.52,2024-06-30,2024-05-31 09:00:00
A00001704,101296A,PIT,2025,2025,SELF,0,14838.11,2025-06-30,2025-05-31 09:00:00
A00001705,101305H,VAT,2023,2023,AUTHORITY,0,255.88,2023-12-15,2023-11-15 09:00:00
A00001706,101305H,VAT,2024,2024,SELF,0,3613.57,2024-03-15,2024-02-14 09:00:00
A00001707,101305H,VAT,2025,2025,AUTHORITY,0,7540.67,2025-12-15,2025-11-15 09:00:00
A00001708,101310H,VAT,2023,2023,SELF,0,282.99,2023-12-15,2023-11-15 09:00:00
A00001709,101310H,VAT,2024,2024,DEFAULT,1,72.95,2024-06-15,2024-05-16 09:00:00
A00001710,101310H,VAT,2025,2025,SELF,0,143.07,2025-03-15,2025-02-13 09:00:00
A00001711,101310H,FSS,2022,2022,SELF,0,157.2,2022-09-15,2022-08-16 09:00:00
A00001712,101310H,FSS,2023,2023,SELF,0,162.56,2023-12-15,2023-11-15 09:00:00
A00001713,101310H,FSS,2024,2024,SELF,0,287.41,2024-06-15,2024-05-16 09:00:00
A00001714,101310H,FSS,2025,2025,SELF,0,733.84,2025-03-15,2025-02-13 09:00:00
A00001715,101320B,SSC,2023,2023,AUTHORITY,0,2044.73,2023-06-15,2023-05-16 09:00:00
A00001716,101320B,SSC,2024,2024,SELF,0,1753.76,2024-09-15,2024-08-16 09:00:00
A00001717,101320B,SSC,2025,2025,DEFAULT,1,1743.38,2025-09-15,2025-08-16 09:00:00
A00001718,101320B,CIT,2020,2020,AUTHORITY,0,1199.78,2020-06-30,2020-05-31 09:00:00
A00001719,101320B,CIT,2021,2021,SELF,0,149.25,2021-06-30,2021-05-31 09:00:00
A00001720,101320B,CIT,2022,2022,AUTHORITY,0,1850.3,2022-06-30,2022-05-31 09:00:00
A00001721,101320B,CIT,2023,2023,SELF,0,1835.74,2023-06-30,2023-05-31 09:00:00
A00001722,101320B,CIT,2024,2024,SELF,0,2582.18,2024-06-30,2024-05-31 09:00:00
A00001723,101320B,CIT,2025,2025,SELF,0,6425.79,2025-06-30,2025-05-31 09:00:00
A00001724,101320B,VAT,2022,2022,SELF,0,1947.61,2022-06-15,2022-05-16 09:00:00
A00001725,101320B,VAT,2023,2023,AUTHORITY,0,2389.34,2023-06-15,2023-05-16 09:00:00
